Design Variation:  chainL='0.68000000000000005um' chainW='1um' CJ='11.699999999999999fF' CJ_SQUID='32.759999999999998fF' d='0.050000000000000003' extCouplingL='10um' extCouplingW='1um' fstLidExtL='3um' fstLidL='10um' fstLidW='50um' JJ_dummy_L='0.10000000000000001um' LJ='0.87nH' LJ_SQUID='6.2000000000000002nH' lstLidL='3um' lstLidW='1um' N='19' N_SQ='9' pitL='0um' pitW='2um' spacingChain='0.16um' spacingCoupling='1um' SQUIDbufferL='40um' SQUIDbufferL2='3um' SQUIDislandL='3um' SQUIDJJL='5um' SQUIDJJW='1um' SQUIDLidL='2um' SQUIDLidW='10um' stripeW='465.21199999999999um' subL='1.5mm' subT='525um' subW='1.5mm'
Setup1:LastAdaptive
Problem Type:  C
C Units:fF, G Units:mSie
Reduce Matrix:  Original
Frequency:  21GHz

Capacitance Matrix
,feed,first_island,gnd,island,island_1,island_2,island_3,island_4,island_5,island_6,island_7,island_8,island_25,island_25_1,island_25_2,island_25_3,island_25_4,island_25_5,island_25_6,island_25_7,island_25_8,last_island,SQUID_lid1,SQUID_lid2,
island_25_8,-1.477402951405649E-02,-1.440712898668421E-03,-1.119508986329421E-02,-5.722844585257652E-06,-6.041886771213109E-06,-6.326141206478854E-06,-6.607126495574260E-06,-6.887256197596692E-06,-7.156648822695053E-06,-7.417706435125616E-06,-7.669560253939958E-06,-8.026303852720246E-06,-8.575917223119383E-04,-1.048405027634569E-03,-1.363423005010599E-03,-1.850592854703644E-03,-2.724945767283522E-03,-4.686583870920476E-03,-1.007083270249794E-02,-6.469985133710951E-02,2.162338590722322E-01,-8.504252529909150E-02,-7.097301840653567E-03,-8.872023322452889E-03
last_island,-1.441489530130856E-01,-1.350636766512683E-02,-1.098798801573777E-01,-5.328611639350766E-05,-5.620826663730540E-05,-5.883959205754094E-05,-6.144078849506057E-05,-6.405376626302894E-05,-6.651966522078290E-05,-6.891581493223645E-05,-7.122969463957891E-05,-7.453933428914469E-05,-3.969616310563864E-03,-4.474886413058394E-03,-5.313077138630901E-03,-6.379597229432593E-03,-7.930503635698303E-03,-1.057639055291297E-02,-1.452447945142417E-02,-2.370657849006799E-02,-8.504252529909150E-02,5.491587063435911E-01,-5.799475009652003E-02,-5.548193646506163E-02
SQUID_lid1,-2.118392918234601E+00,-6.899517795344792E-01,-1.069617321918571E+00,-7.648656579075696E-03,-8.618416012295970E-03,-9.780209059457309E-03,-1.125340977241212E-02,-1.320145448682983E-02,-1.601464607455464E-02,-2.062768952199486E-02,-3.035415905567630E-02,-9.105854815003799E-02,-8.687461343627455E-03,-8.419248143532447E-03,-8.179728980118914E-03,-7.932888282491574E-03,-7.750353636487585E-03,-7.769616686323635E-03,-7.396872170419159E-03,-7.261555166856211E-03,-7.097301840653567E-03,-5.799475009652003E-02,5.524639520841914E+00,-1.258203580934006E+00
SQUID_lid2,-3.977752497917917E-01,-4.518599830577866E-02,-2.741844077939576E-01,-1.871106944032639E-04,-1.973290640139963E-04,-2.067811350611951E-04,-2.161583528537509E-04,-2.256043503062033E-04,-2.346797000413676E-04,-2.434060304287907E-04,-2.518695891141260E-04,-2.638840097468395E-04,-9.593245774016977E-02,-3.259125692098196E-02,-2.227027446459006E-02,-1.738908185048614E-02,-1.447706790597334E-02,-1.277549352244715E-02,-1.092098669001420E-02,-9.776642429124544E-03,-8.872023322452889E-03,-5.548193646506163E-02,-1.258203580934006E+00,2.271735744800936E+00

Conductance Matrix
,feed,first_island,gnd,island,island_1,island_2,island_3,island_4,island_5,island_6,island_7,island_8,island_25,island_25_1,island_25_2,island_25_3,island_25_4,island_25_5,island_25_6,island_25_7,island_25_8,last_island,SQUID_lid1,SQUID_lid2,
feed,3.306761729580629E-03,-1.084499902997465E-04,-3.168779164705344E-03,-1.289693917478359E-07,-1.324227622958891E-07,-1.354595637497595E-07,-1.382765341478798E-07,-1.412384933998315E-07,-1.426786158390034E-07,-1.448796945081820E-07,-1.468261487705311E-07,-1.506688511327314E-07,-1.374693280421422E-07,-1.386300494770575E-07,-1.428365501678969E-07,-1.460290736757239E-07,-1.499847744736494E-07,-1.571071198487388E-07,-1.564772300495566E-07,-1.602253003558428E-07,-1.631918693953998E-07,-1.591717075913469E-06,-2.351312383674955E-05,-4.399076171037286E-06
first_island,-1.084499902997465E-04,1.315835545067986E-04,-1.086387806865334E-05,-1.200007614926605E-06,-5.052378757293845E-07,-3.888103119712738E-07,-3.315696802331227E-07,-2.955239258860662E-07,-2.692501433632821E-07,-2.487899360744360E-07,-2.320329713829974E-07,-2.209956623960994E-07,-1.457642803294830E-08,-1.440786692755381E-08,-1.474894871148233E-08,-1.495139638723292E-08,-1.522502339647825E-08,-1.590456902532115E-08,-1.571099839252366E-08,-1.595888594251726E-08,-1.611481149490754E-08,-1.512391268013302E-07,-7.728625989819213E-06,-5.061052368111432E-07
gnd,-3.168779164705344E-03,-1.086387806865334E-05,3.275285187823594E-03,-3.644558079412243E-08,-3.746338570510995E-08,-3.897265428189620E-08,-4.043336428993804E-08,-4.189219784115803E-08,-4.352276085515509E-08,-4.478795018206920E-08,-4.598305309155941E-08,-4.779186440636978E-08,-1.073880387255856E-07,-1.110671628485568E-07,-1.146978546474862E-07,-1.175683096565853E-07,-1.210926048936579E-07,-1.274458105276814E-07,-1.274906397910499E-07,-1.311187047748553E-07,-1.340373995462117E-07,-1.314207690674569E-06,-1.277041258226866E-05,-3.277141519614796E-06
