N,Cc,Area_um2,CJ,LJ,mode0_GHz,mode1_GHz,mode2_GHz
90,2e-16,0.2,9.000000000000001e-15,4.688841854890915e-09,13.611761674268,19.66327535046806,21.988620869090532
90,2e-16,0.23673469387755103,1.0653061224489797e-14,3.961262946373359e-09,14.406401629151308,20.229748084456066,22.328151307260118
90,2e-16,0.27346938775510204,1.2306122448979592e-14,3.4291529983530578e-09,15.084472805529389,20.67648245340679,22.586666919120354
90,2e-16,0.3102040816326531,1.3959183673469391e-14,3.0230690906533526e-09,15.671642807245457,21.038055483799074,22.79011074137822
90,2e-16,0.34693877551020413,1.5612244897959187e-14,2.702979422231233e-09,16.18611385073568,21.336825593767266,22.954405151940847
90,2e-16,0.38367346938775515,1.7265306122448985e-14,2.4441835201027107e-09,16.641279898123038,21.58791824310736,23.089868556025284
90,2e-16,0.42040816326530617,1.8918367346938777e-14,2.2306140863073287e-09,17.047284244833573,21.801943960361413,23.203483372908938
90,2e-16,0.4571428571428572,2.0571428571428574e-14,2.0513683115147756e-09,17.411987950875602,21.986571866585322,23.30014428683306
90,2e-16,0.4938775510204082,2.2224489795918372e-14,1.898787197435164e-09,17.741600431618764,22.147485926749635,23.38338471002832
90,2e-16,0.5306122448979592,2.3877551020408167e-14,1.767332699151191e-09,18.04110564081795,22.288989904186536,23.455819485860438
90,2e-16,0.5673469387755102,2.553061224489796e-14,1.6529010855370852e-09,18.314559077380313,22.41440327142699,23.51942529867362
90,2e-16,0.6040816326530613,2.718367346938776e-14,1.552386830335506e-09,18.565300165257717,22.52632794796691,23.57572423363527
90,2e-16,0.6408163265306124,2.883673469387756e-14,1.4633965024818777e-09,18.79610748600958,22.62683259403628,23.62590740220419
90,2e-16,0.6775510204081634,3.048979591836736e-14,1.3840557282509327e-09,19.009314409187866,22.717582784572375,23.670920293007153
90,2e-16,0.7142857142857144,3.214285714285715e-14,1.3128757193694562e-09,19.206896658642187,22.799934768813333,23.711522998569176
90,2e-16,0.7510204081632654,3.379591836734695e-14,1.248658972226385e-09,19.39053959907165,22.875004186999202,23.748333544845323
90,2e-16,0.7877551020408164,3.5448979591836745e-14,1.1904313517598696e-09,19.56169061355102,22.943717225252957,23.781859608576482
90,2e-16,0.8244897959183675,3.7102040816326536e-14,1.1373923311369051e-09,19.721600351415717,23.006849237092098,23.81252209871018
90,2e-16,0.8612244897959185,3.8755102040816334e-14,1.0888779663016816e-09,19.871355553233577,23.06505427740452,23.840672937347634
90,2e-16,0.8979591836734695,4.040816326530613e-14,1.04433295858934e-09,20.0119054221153,23.118887951841405,23.866608639538402
90,2e-16,0.9346938775510205,4.206122448979593e-14,1.0032893051949992e-09,20.14408299455545,23.168825284166367,23.890580806297624
90,2e-16,0.9714285714285715,4.371428571428573e-14,9.65349793654012e-10,20.26862259704631,23.215274825502124,23.912804319675306
90,2e-16,1.0081632653061225,4.536734693877551e-14,9.301751048164165e-10,20.38617420999235,23.258589897150117,23.933463806408927
90,2e-16,1.0448979591836736,4.702040816326531e-14,8.974736362877143e-10,20.49731536694774,23.299077624618064,23.952718782470516
90,2e-16,1.0816326530612246,4.867346938775511e-14,8.669933995836031e-10,20.602561074026212,23.337006253412405,23.970707782290134
90,2e-16,1.1183673469387756,5.0326530612244906e-14,8.385155141958205e-10,20.702372127228436,23.372611116387493,23.98755169901503
90,2e-16,1.1551020408163266,5.1979591836734703e-14,8.118489430729852e-10,20.797162124469946,23.40609953414727,24.003356506270233
90,2e-16,1.1918367346938776,5.36326530612245e-14,7.868262016769001e-10,20.887303407316548,23.437654864742907,24.018215491042376
90,2e-16,1.2285714285714286,5.52857142857143e-14,7.632998368427071e-10,20.973132119891165,23.46743987020838,24.03221109716811
90,2e-16,1.2653061224489797,5.693877551020409e-14,7.411395189988866e-10,21.054952535487967,23.49559953077046,24.04541645641887
90,2e-16,1.3020408163265307,5.859183673469388e-14,7.20229626613338e-10,21.13304077259439,23.52226340969444,24.05789666725834
90,2e-16,1.3387755102040817,6.024489795918367e-14,7.004672283221185e-10,21.207647999232467,23.547547650335417,24.069709868490904
90,2e-16,1.3755102040816327,6.189795918367348e-14,6.817603883966019e-10,21.279003206558826,23.571556670479655,24.080908145189984
90,2e-16,1.4122448979591837,6.355102040816327e-14,6.64026736675303e-10,21.34731561821238,23.59438460620279,24.091538296698104
90,2e-16,1.4489795918367347,6.520408163265306e-14,6.471922560271968e-10,21.412776790373382,23.616116547428568,24.10164249059455
90,2e-16,1.4857142857142858,6.685714285714286e-14,6.31190249696854e-10,21.475562448152075,23.636829599434368,24.111258821907622
90,2e-16,1.5224489795918368,6.851020408163266e-14,6.159604581492088e-10,21.535834096357178,23.656593798261397,24.12042179321363
90,2e-16,1.5591836734693878,7.016326530612246e-14,6.014483007582587e-10,21.593740436504085,23.67547290297099,24.12916272837823
90,2e-16,1.5959183673469388,7.181632653061225e-14,5.876042222241812e-10,21.64941861686087,23.693525083658173,24.137510130403324
90,2e-16,1.6326530612244898,7.346938775510206e-14,5.74383127224137e-10,21.70299533815119,23.710803520886046,24.14548999199229
90,2e-16,1.6693877551020408,7.512244897959185e-14,5.617438897057575e-10,21.754587834087072,23.727356929567343,24.15312606596651
90,2e-16,1.7061224489795919,7.677551020408164e-14,5.49648925573337e-10,21.804304743027604,23.743230018183425,24.160440101463934
90,2e-16,1.7428571428571429,7.842857142857144e-14,5.380638194137116e-10,21.852246884671054,23.758463892460263,24.16745205086088
90,2e-16,1.779591836734694,8.008163265306122e-14,5.269569974533369e-10,21.8985079536892,23.773096411190167,24.174180251571805
90,2e-16,1.816326530612245,8.173469387755103e-14,5.162994402014716e-10,21.943175140522822,23.787162500689977,24.18064158621115
90,2e-16,1.853061224489796,8.338775510204082e-14,5.060644292723676e-10,21.986329688143208,23.800694433399517,24.186851624063053
90,2e-16,1.889795918367347,8.504081632653062e-14,4.962273237357557e-10,22.028047392384543,23.81372207530434,24.19282474636045
90,2e-16,1.926530612244898,8.669387755102041e-14,4.867653620543535e-10,22.06839905243125,23.826273106178334,24.198574257487223
90,2e-16,1.9632653061224492,8.834693877551022e-14,4.776574862570787e-10,22.10745087717786,23.838373216067872,24.20411248392319
90,2e-16,2.0,9.000000000000001e-14,4.688841854890916e-10,22.145264852442413,23.850046280956096,24.209450862471915
90,2.36734693877551e-16,0.2,9.000000000000001e-15,4.688841854890915e-09,13.45545867070232,19.570847436603813,21.947080451945176
90,2.36734693877551e-16,0.23673469387755103,1.0653061224489797e-14,3.961262946373359e-09,14.249705276547665,20.14465415282207,22.29139246853662
90,2.36734693877551e-16,0.27346938775510204,1.2306122448979592e-14,3.4291529983530578e-09,14.928626856945986,20.597782921241475,22.553718431348063
90,2.36734693877551e-16,0.3102040816326531,1.3959183673469391e-14,3.0230690906533526e-09,15.517460358595022,20.964935443828324,22.760265377166686
90,2.36734693877551e-16,0.34693877551020413,1.5612244897959187e-14,2.702979422231233e-09,16.034125933831202,21.268594028898356,22.927133614518706
90,2.36734693877551e-16,0.38367346938775515,1.7265306122448985e-14,2.4441835201027107e-09,16.491827831826516,21.52399276879269,23.064765145287584
90,2.36734693877551e-16,0.42040816326530617,1.8918367346938777e-14,2.2306140863073287e-09,16.90057929892275,21.74183333008671,23.180230638925767
90,2.36734693877551e-16,0.4571428571428572,2.0571428571428574e-14,2.0513683115147756e-09,17.26815105143581,21.929860057708524,23.278489350122207
90,2.36734693877551e-16,0.4938775510204082,2.2224489795918372e-14,1.898787197435164e-09,17.600689206593778,22.09381872815423,23.363122964002898
90,2.36734693877551e-16,0.5306122448979592,2.3877551020408167e-14,1.767332699151191e-09,17.90313318787519,22.238063951201916,23.43678310453371
90,2.36734693877551e-16,0.5673469387755102,2.553061224489796e-14,1.6529010855370852e-09,18.179507183835273,22.36595718663695,23.50147495509995
90,2.36734693877551e-16,0.6040816326530613,2.718367346938776e-14,1.552386830335506e-09,18.433128732516934,22.480135205223966,23.55874301525677
90,2.36734693877551e-16,0.6408163265306124,2.883673469387756e-14,1.4633965024818777e-09,18.666761312244667,22.582695762442032,23.60979626202211
90,2.36734693877551e-16,0.6775510204081634,3.048979591836736e-14,1.3840557282509327e-09,18.882728106153134,22.675328868193752,23.655594595446924
90,2.36734693877551e-16,0.7142857142857144,3.214285714285715e-14,1.3128757193694562e-09,19.082998234100682,22.75941141481622,23.6969098594174
90,2.36734693877551e-16,0.7510204081632654,3.379591836734695e-14,1.248658972226385e-09,19.269253074688038,22.836076583206328,23.734369756422264
90,2.36734693877551e-16,0.7877551020408164,3.5448979591836745e-14,1.1904313517598696e-09,19.4429379392359,22.906265547038625,23.768490002517638
90,2.36734693877551e-16,0.8244897959183675,3.7102040816326536e-14,1.1373923311369051e-09,19.60530280254561,22.97076653407376,23.79969824031597
90,2.36734693877551e-16,0.8612244897959185,3.8755102040816334e-14,1.0888779663016816e-09,19.757434745347485,23.03024471411811,23.82835207420986
90,2.36734693877551e-16,0.8979591836734695,4.040816326530613e-14,1.04433295858934e-09,19.900284041205012,23.085265334920738,23.854752847347243
90,2.36734693877551e-16,0.9346938775510205,4.206122448979593e-14,1.0032893051949992e-09,20.034685315074743,23.13631182272789,23.879156289124122
90,2.36734693877551e-16,0.9714285714285715,4.371428571428573e-14,9.65349793654012e-10,20.16137484105209,23.183800082418845,23.90178083242295
90,2.36734693877551e-16,1.0081632653061225,4.536734693877551e-14,9.301751048164165e-10,20.281004787235695,23.228089897435297,23.92281417473317
90,2.36734693877551e-16,1.0448979591836736,4.702040816326531e-14,8.974736362877143e-10,20.394155025762004,23.26949409381034,23.942418501095855
90,2.36734693877551e-16,1.0816326530612246,4.867346938775511e-14,8.669933995836031e-10,20.501342985499313,23.30828596408509,23.960734676862344
90,2.36734693877551e-16,1.1183673469387756,5.0326530612244906e-14,8.385155141958205e-10,20.60303191966588,23.344705325032965,23.977885639812857
90,2.36734693877551e-16,1.1551020408163266,5.1979591836734703e-14,8.118489430729852e-10,20.699637881056784,23.378963493962615,23.993979164522884
90,2.36734693877551e-16,1.1918367346938776,5.36326530612245e-14,7.868262016769001e-10,20.7915356367991,23.411247402451274,24.009110130472305
90,2.36734693877551e-16,1.2285714285714286,5.52857142857143e-14,7.632998368427071e-10,20.879063707758405,23.44172301714015,24.02336239482387
90,2.36734693877551e-16,1.2653061224489797,5.693877551020409e-14,7.411395189988866e-10,20.962528681362627,23.470538200117648,24.036810347999143
90,2.36734693877551e-16,1.3020408163265307,5.859183673469388e-14,7.20229626613338e-10,21.042208918180652,23.49782511320809,24.049520213018308
