N,Cc_F,Cg_F,W_um,L_um,fp_target_GHz,R_Ohm,EJ_GHz,EC_GHz,d,f_chain0_GHz,f_chain1_GHz,f_minus_GHz,f_plus_GHz,g_MHz,T1_Purcell_s,f_qubit_GHz
105,1.5848931924611109e-18,2e-17,0.6,2.0,30,50.0,627.2512212610997,0.3587079504566504,0.01,25.310048847286353,28.55714415980768,24.87114845938375,25.711484593837532,420.16806722689057,4.288184195675386,3.8492609883370767
105,2.5118864315095718e-18,2e-17,0.6,2.0,30,50.0,627.2512212610997,0.3587079504566504,0.01,25.306812467860016,28.555955455959328,24.87114845938375,25.711484593837532,420.16806722689057,1.7086149807688813,3.8492609883370767
105,3.981071705534985e-18,2e-17,0.6,2.0,30,50.0,627.2512212610997,0.3587079504566504,0.01,25.30168237751944,28.554070646834266,24.8375350140056,25.6890756302521,425.77030812324904,0.6811323844431459,3.8492609883370767
105,6.309573444801943e-18,2e-17,0.6,2.0,30,50.0,627.2512212610997,0.3587079504566504,0.01,25.293549908312997,28.55108147631253,24.8375350140056,25.6890756302521,425.77030812324904,0.271744995765813,3.8492609883370767
105,1e-17,2e-17,0.6,2.0,30,50.0,627.2512212610997,0.3587079504566504,0.01,25.280656713424243,28.546339704817363,24.826330532212882,25.67787114845938,425.77030812324904,0.10855092040468642,3.8492609883370767
105,1.584893192461111e-17,2e-17,0.6,2.0,30,50.0,627.2512212610997,0.3587079504566504,0.01,25.26021397595432,28.53881634408416,24.815126050420165,25.666666666666664,425.77030812324904,0.04344715107208237,3.8492609883370767
105,2.5118864315095718e-17,2e-17,0.6,2.0,30,50.0,627.2512212610997,0.3587079504566504,0.01,25.22780074220373,28.526882033036564,24.770308123249297,25.633053221288513,431.37254901960756,0.017443670617566378,3.8492609883370767
105,3.9810717055349855e-17,2e-17,0.6,2.0,30,50.0,627.2512212610997,0.3587079504566504,0.01,25.176423566769945,28.5079790274871,24.71428571428571,25.577030812324928,431.37254901960756,0.0070377390967795135,3.8492609883370767
105,6.309573444801943e-17,2e-17,0.6,2.0,30,50.0,627.2512212610997,0.3587079504566504,0.01,25.095090626502298,28.478191403987324,24.62464985994398,25.48739495798319,431.37254901960756,0.002861143195595284,3.8492609883370767
105,1e-16,2e-17,0.6,2.0,30,50.0,627.2512212610997,0.3587079504566504,0.01,24.966819204889177,28.431906987436975,24.501400560224088,25.386554621848738,442.5770308123264,0.001177008379437588,3.8492609883370767
105,1.5848931924611109e-16,2e-17,0.6,2.0,30,50.0,627.2512212610997,0.3587079504566504,0.01,24.766449800733078,28.362343829430355,25.18487394957983,25.19607843137255,5.60224089635849,0.000493038459012173,3.8492609883370767
105,2.511886431509582e-16,2e-17,0.6,2.0,30,50.0,627.2512212610997,0.3587079504566504,0.01,24.46015991167321,28.26461444350255,23.952380952380953,24.882352941176467,464.9859943977585,0.00021222482390691275,3.8492609883370767
105,3.9810717055349695e-16,2e-17,0.6,2.0,30,50.0,627.2512212610997,0.3587079504566504,0.01,24.0115377759637,28.141946388401664,23.49299719887955,24.467787114845937,487.39495798319246,9.505495294983623e-05,3.8492609883370767
105,6.309573444801943e-16,2e-17,0.6,2.0,30,50.0,627.2512212610997,0.3587079504566504,0.01,23.399845304228357,28.00939716507238,22.865546218487392,23.873949579831933,504.20168067226984,4.501679249717687e-05,3.8492609883370767
105,1e-15,2e-17,0.6,2.0,30,50.0,627.2512212610997,0.3587079504566504,0.01,22.64515165833653,27.887004615451467,22.081232492997195,23.14565826330532,532.2128851540623,2.295603808142713e-05,3.8492609883370767
105,1.584893192461111e-15,2e-17,0.6,2.0,30,50.0,627.2512212610997,0.3587079504566504,0.01,21.81700735284838,27.788073811710824,21.218487394957982,22.33893557422969,560.2240896358547,1.2823116167366624e-05,3.8492609883370767
