N,Cc,Area_um2,CJ,LJ,mode0_GHz,mode1_GHz,mode2_GHz
130,2e-16,0.2,9.000000000000001e-15,4.688841854890915e-09,10.538766635679274,16.925777520282672,20.1175254960544
130,2e-16,0.23673469387755103,1.0653061224489797e-14,3.961262946373359e-09,11.275829980351073,17.65702786316155,20.64610541811255
130,2e-16,0.27346938775510204,1.2306122448979592e-14,3.4291529983530578e-09,11.92475366112804,18.25614928695466,21.060179754988877
130,2e-16,0.3102040816326531,1.3959183673469391e-14,3.0230690906533526e-09,12.50305996413128,18.75677218695195,21.393503608135955
130,2e-16,0.34693877551020413,1.5612244897959187e-14,2.702979422231233e-09,13.023362410673556,19.18178175916371,21.667694352510402
130,2e-16,0.38367346938775515,1.7265306122448985e-14,2.4441835201027107e-09,13.495102658362189,19.547366082680245,21.89725795493605
130,2e-16,0.42040816326530617,1.8918367346938777e-14,2.2306140863073287e-09,13.925564190994717,19.865335173748605,22.092300271222822
130,2e-16,0.4571428571428572,2.0571428571428574e-14,2.0513683115147756e-09,14.320501624171321,20.14452623586307,22.26008227721277
130,2e-16,0.4938775510204082,2.2224489795918372e-14,1.898787197435164e-09,14.684550926107512,20.391694085023154,22.405957618722812
130,2e-16,0.5306122448979592,2.3877551020408167e-14,1.767332699151191e-09,15.021507612189001,20.612096376458645,22.533961543069342
130,2e-16,0.5673469387755102,2.553061224489796e-14,1.6529010855370852e-09,15.33452167104032,20.809890196380902,22.647193909507266
130,2e-16,0.6040816326530613,2.718367346938776e-14,1.552386830335506e-09,15.626237944510947,20.988407920255327,22.748075794295673
130,2e-16,0.6408163265306124,2.883673469387756e-14,1.4633965024818777e-09,15.898899612894866,21.15035346399439,22.83852589560641
130,2e-16,0.6775510204081634,3.048979591836736e-14,1.3840557282509327e-09,16.15442603034544,21.297944678664248,22.920084572706703
130,2e-16,0.7142857142857144,3.214285714285715e-14,1.3128757193694562e-09,16.394472299561684,21.433018481635383,22.994002821511522
130,2e-16,0.7510204081632654,3.379591836734695e-14,1.248658972226385e-09,16.62047557361991,21.557109688034924,23.061307242409747
130,2e-16,0.7877551020408164,3.5448979591836745e-14,1.1904313517598696e-09,16.83369153251577,21.671510949436545,23.122848239963357
130,2e-16,0.8244897959183675,3.7102040816326536e-14,1.1373923311369051e-09,17.035223467632683,21.77731890361369,23.17933629985079
130,2e-16,0.8612244897959185,3.8755102040816334e-14,1.0888779663016816e-09,17.226045723718414,21.87547011513523,23.231369650372923
130,2e-16,0.8979591836734695,4.040816326530613e-14,1.04433295858934e-09,17.407022777540288,21.966769358198622,23.279455606509938
130,2e-16,0.9346938775510205,4.206122448979593e-14,1.0032893051949992e-09,17.57892490259986,22.05191208679972,23.324027219231674
130,2e-16,0.9714285714285715,4.371428571428573e-14,9.65349793654012e-10,17.74244113416556,22.131502444425863,23.365456392963587
130,2e-16,1.0081632653061225,4.536734693877551e-14,9.301751048164165e-10,17.89819007866533,22.20606781638409,23.404064315958856
130,2e-16,1.0448979591836736,4.702040816326531e-14,8.974736362877143e-10,18.046728986534056,22.276070677319296,23.440129824914077
130,2e-16,1.0816326530612246,4.867346938775511e-14,8.669933995836031e-10,18.188561414701454,22.341918304397907,23.473896166134978
130,2e-16,1.1183673469387756,5.0326530612244906e-14,8.385155141958205e-10,18.324143735025334,22.4039707927894,23.50557650092187
130,2e-16,1.1551020408163266,5.1979591836734703e-14,8.118489430729852e-10,18.45389069183925,22.46254771064639,23.535358419239238
130,2e-16,1.1918367346938776,5.36326530612245e-14,7.868262016769001e-10,18.57818017095836,22.51793365617273,23.563407664101724
130,2e-16,1.2285714285714286,5.52857142857143e-14,7.632998368427071e-10,18.697357310869826,22.5703829228861,23.58987122319744
130,2e-16,1.2653061224489797,5.693877551020409e-14,7.411395189988866e-10,18.811738062087883,22.6201234360168,23.614879909766504
130,2e-16,1.3020408163265307,5.859183673469388e-14,7.20229626613338e-10,18.921612281183503,22.667360089775737,23.638550528571283
130,2e-16,1.3387755102040817,6.024489795918367e-14,7.004672283221185e-10,19.027246430482393,22.712277589418424,23.66098770276596
130,2e-16,1.3755102040816327,6.189795918367348e-14,6.817603883966019e-10,19.12888594212146,22.75504288192345,23.682285422055667
130,2e-16,1.4122448979591837,6.355102040816327e-14,6.64026736675303e-10,19.22675729513463,22.7958072432163,23.70252836053098
130,2e-16,1.4489795918367347,6.520408163265306e-14,6.471922560271968e-10,19.321069846205802,22.83470807734468,23.7217930032009
130,2e-16,1.4857142857142858,6.685714285714286e-14,6.31190249696854e-10,19.41201744816555,22.871870473004392,23.740148612865728
130,2e-16,1.5224489795918368,6.851020408163266e-14,6.159604581492088e-10,19.499779884917043,22.907408554807393,23.757658063128357
130,2e-16,1.5591836734693878,7.016326530612246e-14,6.014483007582587e-10,19.58452414706711,22.94142666023294,23.774378558679572
130,2e-16,1.5959183673469388,7.181632653061225e-14,5.876042222241812e-10,19.666405568865528,22.974020367973274,23.79036226027131
130,2e-16,1.6326530612244898,7.346938775510206e-14,5.74383127224137e-10,19.74556884402422,23.005277399144912,23.80565682877148
