N,Cc,Area_um2,CJ,LJ,mode0_GHz,mode1_GHz,mode2_GHz
80,2e-16,0.2,9.000000000000001e-15,4.688841854890915e-09,14.61369271549105,20.383180202688727,22.42567518332048
80,2e-16,0.23673469387755103,1.0653061224489797e-14,3.961262946373359e-09,15.403879915820246,20.888166812226917,22.713267648229444
80,2e-16,0.27346938775510204,1.2306122448979592e-14,3.4291529983530578e-09,16.070385640041604,21.282198832572675,22.93074377232052
80,2e-16,0.3102040816326531,1.3959183673469391e-14,3.0230690906533526e-09,16.641596909786603,21.598378765961048,23.100980846070822
80,2e-16,0.34693877551020413,1.5612244897959187e-14,2.702979422231233e-09,17.13744868020604,21.85778397600028,23.237872964149428
80,2e-16,0.38367346938775515,1.7265306122448985e-14,2.4441835201027107e-09,17.572466321611657,22.074490095134983,23.35034880237562
80,2e-16,0.42040816326530617,1.8918367346938777e-14,2.2306140863073287e-09,17.957543983208723,22.258263280539484,23.44440895944316
80,2e-16,0.4571428571428572,2.0571428571428574e-14,2.0513683115147756e-09,18.30104573097559,22.4160959628345,23.52423581226008
80,2e-16,0.4938775510204082,2.2224489795918372e-14,1.898787197435164e-09,18.609518928786745,22.553128201671164,23.592833939838282
80,2e-16,0.5306122448979592,2.3877551020408167e-14,1.767332699151191e-09,18.888173625356384,22.673224012642006,23.652417584724596
80,2e-16,0.5673469387755102,2.553061224489796e-14,1.6529010855370852e-09,19.141214587303878,22.77934479278386,23.70465455704541
80,2e-16,0.6040816326530613,2.718367346938776e-14,1.552386830335506e-09,19.37207720296262,22.87379868233143,23.750825041975123
80,2e-16,0.6408163265306124,2.883673469387756e-14,1.4633965024818777e-09,19.583598778692743,22.958411487438124,23.791928052961563
80,2e-16,0.6775510204081634,3.048979591836736e-14,1.3840557282509327e-09,19.77814529227125,23.034646548017076,23.828754622330464
80,2e-16,0.7142857142857144,3.214285714285715e-14,1.3128757193694562e-09,19.95770675082367,23.10369051665219,23.861939256812274
80,2e-16,0.7510204081632654,3.379591836734695e-14,1.248658972226385e-09,20.123969987702942,23.1665158571904,23.891996834430167
80,2e-16,0.7877551020408164,3.5448979591836745e-14,1.1904313517598696e-09,20.278374966972418,23.22392712135999,23.91934953275284
80,2e-16,0.8244897959183675,3.7102040816326536e-14,1.1373923311369051e-09,20.422158846358293,23.27659571568502,23.94434679571205
80,2e-16,0.8612244897959185,3.8755102040816334e-14,1.0888779663016816e-09,20.556390828496912,23.325086367789485,23.96728035211758
80,2e-16,0.8979591836734695,4.040816326530613e-14,1.04433295858934e-09,20.68199999400055,23.369877517132295,23.988395659990168
80,2e-16,0.9346938775510205,4.206122448979593e-14,1.0032893051949992e-09,20.799797726978635,23.411377198305257,24.0079007313293
80,2e-16,0.9714285714285715,4.371428571428573e-14,9.65349793654012e-10,20.910495930913143,23.449935538654536,24.025973011218266
80,2e-16,1.0081632653061225,4.536734693877551e-14,9.301751048164165e-10,21.014721936334052,23.48585468372912,24.042764794046466
80,2e-16,1.0448979591836736,4.702040816326531e-14,8.974736362877143e-10,21.113030785967176,23.519396747978544,24.058407527396835
80,2e-16,1.0816326530612246,4.867346938775511e-14,8.669933995836031e-10,21.205915424100652,23.550790234555084,24.073015261309514
80,2e-16,1.1183673469387756,5.0326530612244906e-14,8.385155141958205e-10,21.29381519855204,23.580235257572614,24.086687434587585
80,2e-16,1.1551020408163266,5.1979591836734703e-14,8.118489430729852e-10,21.377122994546696,23.607907819675646,24.09951114219245
80,2e-16,1.1918367346938776,5.36326530612245e-14,7.868262016769001e-10,21.45619125215678,23.63396333853154,24.111562993094278
80,2e-16,1.2285714285714286,5.52857142857143e-14,7.632998368427071e-10,21.53133706710796,23.658539571777595,24.122910642361493
80,2e-16,1.2653061224489797,5.693877551020409e-14,7.411395189988866e-10,21.602846534679017,23.68175905686599,24.133614062238436
80,2e-16,1.3020408163265307,5.859183673469388e-14,7.20229626613338e-10,21.6709784652316,23.70373115717038,24.143726602664078
80,2e-16,1.3387755102040817,6.024489795918367e-14,7.004672283221185e-10,21.735967575410214,23.724553786564478,24.153295880829038
80,2e-16,1.3755102040816327,6.189795918367348e-14,6.817603883966019e-10,21.79802723975985,23.744314869932648,24.16236453108844
80,2e-16,1.4122448979591837,6.355102040816327e-14,6.64026736675303e-10,21.857351872110357,23.763093585622006,24.17097084015322
80,2e-16,1.4489795918367347,6.520408163265306e-14,6.471922560271968e-10,21.914118993806596,23.780961426902937,24.179149287526116
80,2e-16,1.4857142857142858,6.685714285714286e-14,6.31190249696854e-10,21.968491035989235,23.797983112482097,24.18693100727516
80,2e-16,1.5224489795918368,6.851020408163266e-14,6.159604581492088e-10,22.020616915129207,23.814217370530923,24.194344184187933
80,2e-16,1.5591836734693878,7.016326530612246e-14,6.014483007582587e-10,22.0706334145325,23.829717616270905,24.201414394929824
80,2e-16,1.5959183673469388,7.181632653061225e-14,5.876042222241812e-10,22.118666399225994,23.84453253960884,24.20816490291746
80,2e-16,1.6326530612244898,7.346938775510206e-14,5.74383127224137e-10,22.164831887281522,23.858706616449687,24.214616914069264
80,2e-16,1.6693877551020408,7.512244897959185e-14,5.617438897057575e-10,22.209236997049544,23.87228055501029,24.22078979935648
80,2e-16,1.7061224489795919,7.677551020408164e-14,5.49648925573337e-10,22.25198078680352,23.885291686578846,24.226701289080005
80,2e-16,1.7428571428571429,7.842857142857144e-14,5.380638194137116e-10,22.293155000823955,23.897774308618494,24.23236764297494
80,2e-16,1.779591836734694,8.008163265306122e-14,5.269569974533369e-10,22.332844733901567,23.909759986869588,24.237803799579368
80,2e-16,1.816326530612245,8.173469387755103e-14,5.162994402014716e-10,22.371129024500245,23.921277822048765,24.243023507760352
80,2e-16,1.853061224489796,8.338775510204082e-14,5.060644292723676e-10,22.408081385390595,23.9323546858982,24.24803944283363
80,2e-16,1.889795918367347,8.504081632653062e-14,4.962273237357557e-10,22.443770279318777,23.94301543061609,24.252863309342857
80,2e-16,1.926530612244898,8.669387755102041e-14,4.867653620543535e-10,22.478259546264077,23.953283075105777,24.257505932251963
80,2e-16,1.9632653061224492,8.834693877551022e-14,4.776574862570787e-10,22.511608787946095,23.963178970983076,24.261977338046893
80,2e-16,2.0,9.000000000000001e-14,4.688841854890916e-10,22.543873714500595,23.972722950865936,24.26628682702776
